2023-09-11T20:47:45.603+09:00,koust,Action,EditorRight,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,29,변경
2023-09-11T20:47:45.604+09:00,koust,KeyEvent,65535:39:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,30,변경
2023-09-11T20:47:45.797+09:00,koust,Action,EditorRight,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,30,변경
2023-09-11T20:47:45.801+09:00,koust,KeyEvent,65535:39:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,31,변경
2023-09-11T20:47:46.332+09:00,koust,KeyEvent,46:46:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,31,변경
2023-09-11T20:47:46.586+09:00,koust,IdeState,Active,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,32,변경
2023-09-11T20:47:46.908+09:00,koust,KeyEvent,103:71:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,32,변경
2023-09-11T20:47:47.080+09:00,koust,KeyEvent,101:69:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,33,변경
2023-09-11T20:47:47.233+09:00,koust,KeyEvent,116:84:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,34,변경
2023-09-11T20:47:47.390+09:00,koust,Action,EditorChooseLookupItem,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,35,변경
2023-09-11T20:47:47.404+09:00,koust,KeyEvent,10:10:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,42,변경
2023-09-11T20:47:47.588+09:00,koust,IdeState,Active,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,42,변경
2023-09-11T20:47:48.017+09:00,koust,Action,EditorRight,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,42,변경
2023-09-11T20:47:48.017+09:00,koust,KeyEvent,65535:39:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,43,변경
2023-09-11T20:47:48.589+09:00,koust,IdeState,Active,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,43,변경
2023-09-11T20:47:48.812+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,43,변경
2023-09-11T20:47:48.813+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,42,변경
2023-09-11T20:47:49.319+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,42,변경
2023-09-11T20:47:49.323+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,41,변경
2023-09-11T20:47:49.346+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,41,변경
2023-09-11T20:47:49.347+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,40,변경
2023-09-11T20:47:49.391+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,40,변경
2023-09-11T20:47:49.392+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,39,변경
2023-09-11T20:47:49.425+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,39,변경
2023-09-11T20:47:49.429+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,38,변경
2023-09-11T20:47:49.451+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,38,변경
2023-09-11T20:47:49.452+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,37,변경
2023-09-11T20:47:49.481+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,37,변경
2023-09-11T20:47:49.483+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,36,변경
2023-09-11T20:47:49.512+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,36,변경
2023-09-11T20:47:49.513+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,35,변경
2023-09-11T20:47:49.542+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,35,변경
2023-09-11T20:47:49.543+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,34,변경
2023-09-11T20:47:49.591+09:00,koust,IdeState,Active,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,34,변경
2023-09-11T20:47:49.593+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,34,변경
2023-09-11T20:47:49.594+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,33,변경
2023-09-11T20:47:49.618+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,33,변경
2023-09-11T20:47:49.619+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,32,변경
2023-09-11T20:47:49.647+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,32,변경
2023-09-11T20:47:49.648+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,31,변경
2023-09-11T20:47:49.678+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,31,변경
2023-09-11T20:47:49.679+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,30,변경
2023-09-11T20:47:49.709+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,30,변경
2023-09-11T20:47:49.710+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,29,변경
2023-09-11T20:47:49.757+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,29,변경
2023-09-11T20:47:49.761+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,28,변경
2023-09-11T20:47:49.788+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,28,변경
2023-09-11T20:47:49.789+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,27,변경
2023-09-11T20:47:49.816+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,27,변경
2023-09-11T20:47:49.817+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,26,변경
2023-09-11T20:47:49.845+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,26,변경
2023-09-11T20:47:49.846+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,25,변경
2023-09-11T20:47:49.875+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,25,변경
2023-09-11T20:47:49.876+09:00,koust,KeyEvent,65535:37:0,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,24,변경
2023-09-11T20:47:49.905+09:00,koust,Action,EditorLeft,Lab,Editor,C:/Users/koust/IdeaProjects/Lab/src/main/java/org/example/week2/AreaCalculator/AreaCalculator.java,,13,24,변경
